name,Brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,rpm,Nm,seats
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2011,330000,120000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,2000,180,5
Maruti Swift Dzire VDI,Maruti,2017,745000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,2000,190,5
Maruti Swift Dzire VDI,Maruti,2013,525000,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74,2000,190,5
Renault Duster 110PS Diesel RxZ,Renault,2012,480000,55735,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,2250,248,5
Maruti Ritz VXi,Maruti,2014,350000,25000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,4000,114,5
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2011,375000,35000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,2325,259,5
Maruti Alto LX,Maruti,2007,130000,78000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,3000,62,5
Ford Figo Diesel EXI,Ford,2011,195000,77395,Diesel,Dealer,Manual,Second Owner,20,1399,68,2000,160,5
Hyundai Xcent 1.1 CRDi S Option,Hyundai,2015,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,2125,180,5
Maruti Swift Dzire VDi,Maruti,2011,300000,125000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,2000,190,5
BMW 5 Series 525d,BMW,2010,1000000,60000,Diesel,Individual,Automatic,First Owner,16.73,1995,218,2125,450,5
Toyota Fortuner 4x2 Manual,Toyota,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13,2982,168.5,2400,343,7
Fiat Linea Emotion (Diesel),Fiat,2010,275000,110000,Diesel,Individual,Manual,Third Owner,20.4,1248,91.7,2000,209,5
Maruti Ertiga BSIV ZXI Plus,Maruti,2016,750000,20000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,4000,130,7
Maruti Baleno Sigma 1.2,Maruti,2017,530000,42000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,4000,115,5
Ford Aspire Titanium BSIV,Ford,2019,800000,33000,Petrol,Dealer,Manual,First Owner,19.4,1194,94.93,4250,120,5
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,Mahindra,2018,530000,20000,Diesel,Individual,Manual,First Owner,15.96,2523,63,1470,180,9
Tata Indica Vista TDI LS,Tata,2012,119000,95000,Diesel,Individual,Manual,Second Owner,19.4,1405,70,2500,135,5
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,Hyundai,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,2325,259,5
Maruti Swift Dzire ZDi,Maruti,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,2000,190,5
Hyundai i20 Active 1.4 SX with AVN,Hyundai,2015,625000,90000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,2125,219,5
Maruti Swift Dzire VDi,Maruti,2009,185000,138000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,2000,190,5
Nissan Micra Diesel XV,Nissan,2011,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,2000,160,5
Chevrolet Beat LT,Chevrolet,2011,120000,60000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,4400,108,5
Maruti Swift Dzire VDI,Maruti,2013,530000,40000,Diesel,Individual,Manual,First Owner,23.4,1248,74,2000,190,5
Mahindra Xylo E8 ABS Airbag,Mahindra,2010,320000,40000,Diesel,Individual,Manual,Second Owner,14,2498,112,2000,260,7
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,900000,98000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,2325,259,5
Ford Classic 1.6 Duratec Titanium,Ford,2014,450000,110000,Petrol,Individual,Manual,Second Owner,14.09,1596,99.6,3400,146,5
Maruti Vitara Brezza LDi Option,Maruti,2018,725000,36521,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,1750,200,5
Maruti Ignis 1.2 AMT Zeta BSIV,Maruti,2018,620000,15000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,4200,113,5
Force One SX ABS 7 Seating,Force,2014,555000,147279,Diesel,Individual,Manual,Second Owner,17,2200,139.01,2000,321,7
Mahindra XUV500 W6 2WD,Mahindra,2014,980000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,2200,330,7
Mahindra Bolero 2011-2019 ZLX,Mahindra,2016,631000,92385,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,1800,195,7
Hyundai Grand i10 1.2 CRDi Asta,Hyundai,2019,750000,20000,Diesel,Individual,Manual,First Owner,24,1186,73.97,2000,190,5
Tata Indigo eCS LX BSIV,Tata,2012,200000,120000,Diesel,Individual,Manual,First Owner,23.03,1396,69,2400,140,5
Ford Figo Aspire 1.5 TDCi Trend,Ford,2015,459999,32000,Diesel,Individual,Manual,Second Owner,25.83,1498,99,2375,215,5
Mahindra Xylo D2 Maxx,Mahindra,2015,650000,50000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,2000,218,9
Maruti Swift Dzire AMT VXI BS IV,Maruti,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22,1197,81.8,4200,113,5
Chevrolet Spark 1.0 LT,Chevrolet,2012,130000,70000,Petrol,Individual,Manual,First Owner,18,995,62,4200,90,5
Tata Zest Revotron 1.2 XT,Tata,2017,415000,15000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,2750,140,5
Maruti Ertiga VDI,Maruti,2013,650000,170000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,1750,200,7
Skoda Rapid 1.5 TDI Ambition BSIV,Skoda,2018,900000,35000,Diesel,Individual,Manual,First Owner,21.13,1498,108.6,2000,250,5
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,Tata,2012,200000,180000,Diesel,Individual,Manual,First Owner,18.4,1248,75,1750,190,5
Mahindra Scorpio 1.99 S10 4WD,Mahindra,2016,950000,60000,Diesel,Individual,Manual,Third Owner,15.4,1997,120,2300,280,7
Nissan Micra Active XV,Nissan,2014,390000,30000,Petrol,Individual,Manual,First Owner,19.69,1198,67.04,4000,104,5
Maruti Celerio ZXI,Maruti,2020,420000,25000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,3500,90,5
Maruti Swift ZXI,Maruti,2014,434999,50000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,4000,114,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2014,1019999,88000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,2400,200,7
Maruti Vitara Brezza VDi Option,Maruti,2016,700000,86000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,1750,200,5
Maruti Swift Dzire VDI,Maruti,2013,395000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,2000,190,5
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,2018,833000,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,1750,200,5
Tata Tiago 1.2 Revotron XE,Tata,2016,300000,90000,Petrol,Individual,Manual,First Owner,23.84,1199,84,3500,114,5
Tata Indigo CS LS (TDI) BS-III,Tata,2016,370000,90000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,2500,135,5
Renault KWID AMT RXL,Renault,2018,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999,67,4250,91,5
Tata Indica Vista Aqua 1.4 TDI,Tata,2009,152000,48000,Diesel,Individual,Manual,Second Owner,17,1405,71,2500,135,5
Hyundai Santro Sportz BSIV,Hyundai,2019,458000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68,4500,99,5
Ford Classic 1.6 Duratec LXI,Ford,2013,350000,90000,Petrol,Individual,Manual,First Owner,14.09,1596,99.6,3400,146,5
Maruti Swift ZDi,Maruti,2013,409999,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74,2000,190,5
Chevrolet Optra Magnum 2.0 LT,Chevrolet,2008,210000,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.52,1991,123.7,2000,305,5
Honda Mobilio V i VTEC,Honda,2015,500000,35000,Petrol,Individual,Manual,First Owner,17.3,1497,117.3,4600,145,7
Honda Accord V6 AT,Honda,2005,285000,80000,Petrol,Individual,Automatic,Second Owner,9,2997,218,5000,196,5
Maruti Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,4200,113,5
Toyota Corolla Altis Diesel D4DG,Toyota,2010,300000,60000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,2300,205,5
Maruti 800 AC,Maruti,2006,120000,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37,2500,59,4
Honda Jazz 1.2 VX i VTEC,Honda,2016,475000,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,4800,110,5
Maruti Ignis 1.2 Zeta BSIV,Maruti,2018,525000,33000,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,4200,113,5
Tata Manza Aura (ABS) Quadrajet,Tata,2010,246000,120000,Diesel,Individual,Manual,First Owner,18.8,1248,90,2375,200,5
Mahindra XUV500 W6 2WD,Mahindra,2013,600000,91000,Diesel,Individual,Manual,First Owner,15.1,2179,140,2200,330,7
Toyota Platinum Etios 1.4 GXD,Toyota,2018,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,2100,170,5
Volkswagen Ameo 1.2 MPI Highline Plus 16,Volkswagen,2017,650000,18816,Petrol,Dealer,Manual,First Owner,17,1198,73.75,3750,110,5
Hyundai Santro Xing GLS,Hyundai,2010,180000,55000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086,62.1,3000,96,5
Maruti Vitara Brezza LDi Option,Maruti,2017,711000,53000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,1750,200,5
Maruti Swift VDI BSIV,Maruti,2015,490000,60000,Diesel,Individual,Manual,First Owner,25.2,1248,74,2000,190,5
Chevrolet Optra Magnum 2.0 LS BSIII,Chevrolet,2011,290000,88000,Diesel,Individual,Manual,Third Owner,16.52,1991,123.7,2000,305,5
BMW 3 Series 320d Luxury Line,BMW,2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184,2250,380,5
Maruti 800 AC,Maruti,2011,100000,120000,Petrol,Individual,Manual,Second Owner,16.1,796,37,2500,59,4
Skoda Rapid 1.5 TDI Ambition,Skoda,2014,370000,120000,Diesel,Individual,Manual,Second Owner,21.14,1498,103.52,2000,250,5
Maruti Alto LXi,Maruti,2011,195000,46000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,3000,62,5
Tata Sumo Gold EX BSIII,Tata,2017,400000,140000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,1900,223,7
Hyundai i20 1.2 Spotz,Hyundai,2018,655000,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,4000,114,5
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Ford,2015,600000,90000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,2500,205,5
Maruti Swift LXI,Maruti,2020,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,4200,113,5
Maruti Ritz LDi,Maruti,2016,409999,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,2000,190,5
Honda Amaze S i-Dtech,Honda,2013,425000,70000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,1750,200,5
Tata Indica Vista TDI LS,Tata,2011,150000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70,2500,135,5
Maruti Ritz VXi,Maruti,2011,229999,18500,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,4000,114,5
Mitsubishi Pajero Sport 4X4,Mitsubishi,2013,1090000,151000,Diesel,Dealer,Manual,First Owner,13.5,2477,175.56,2250,400,7
Mahindra XUV500 W8 2WD,Mahindra,2013,540000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,2200,330,7
Mahindra Bolero 2011-2019 DI - AC BS III,Mahindra,2016,600000,70000,Diesel,Individual,Manual,First Owner,15.96,2523,63,1470,180,9
Tata Indigo CS LS (TDI) BS-III,Tata,2013,250000,80000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,2500,135,5
Hyundai Grand i10 Magna,Hyundai,2015,425000,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82,4000,114,5
Ford Ecosport 1.5 Diesel Titanium,Ford,2014,550000,105000,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,2125,215,5
Maruti Alto 800 Base,Maruti,2014,185000,10300,Petrol,Individual,Manual,First Owner,22.74,796,47.3,3500,69,5
Maruti Ciaz ZDi Plus,Maruti,2015,630000,70000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,1750,200,5
Mahindra Bolero B2,Mahindra,2018,660000,74250,Diesel,Dealer,Manual,First Owner,21,1498,74.96,1900,210,7
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2013,280000,90000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,2000,180,5
Skoda Fabia Scout 1.2 TDI,Skoda,2012,190000,110000,Diesel,Individual,Manual,First Owner,21,1199,75,2000,180,5
Hyundai Santro Xing GL Plus,Hyundai,2012,180000,70000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,3000,96,5
Nissan Sunny XV,Nissan,2011,250000,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,4000,134,5
Mahindra Xylo E4 8S,Mahindra,2010,265000,135000,Diesel,Individual,Manual,First Owner,14,2498,112,2000,260,8
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2015,685000,109000,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,2375,204,5
Mahindra Scorpio LX,Mahindra,2012,450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120,2300,290,9
Hyundai i10 Magna 1.2 iTech SE,Hyundai,2013,325000,70000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,4000,111,5
Maruti Wagon R LXI Minor,Maruti,2009,180000,90000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,3500,84,5
BMW X1 sDrive20d M Sport,BMW,2011,1075000,42545,Diesel,Dealer,Automatic,First Owner,19.62,1998,190,2125,400,5
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Chevrolet,2013,454000,120000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,1800,171,10
Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2017,600000,50000,Diesel,Individual,Manual,First Owner,24,1186,73.97,2000,190,5
Hyundai Creta 1.6 SX Option,Hyundai,2018,1175000,14000,Petrol,Dealer,Manual,First Owner,15.8,1591,121.3,4850,151,5
Mahindra Verito 1.5 D4 BSIV,Mahindra,2012,260000,70000,Diesel,Individual,Manual,Second Owner,21.03,1461,65,2000,160,5
Renault KWID RXT,Renault,2016,240000,59300,Petrol,Individual,Manual,First Owner,25.17,799,53.3,4386,72,5
Hyundai EON Era Plus,Hyundai,2013,275000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Datsun RediGO A,Datsun,2019,270000,2300,Petrol,Individual,Manual,First Owner,22.7,799,53.64,4386,72,5
Tata Indigo CR4,Tata,2013,250000,100000,Diesel,Individual,Manual,First Owner,23.57,1396,70,2400,140,5
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,2013,325000,70000,Diesel,Individual,Manual,Third Owner,21.9,1396,88.76,2125,219,5
Chevrolet Beat LS,Chevrolet,2013,200000,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,4400,108,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2019,1050000,26000,Diesel,Dealer,Manual,First Owner,23,1498,98.96,2500,205,5
Maruti Swift AMT VDI,Maruti,2018,790000,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74,2000,190,5
Maruti Swift Dzire VDI,Maruti,2014,420000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,2000,190,5
Mahindra Bolero SLX,Mahindra,2011,440000,60000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,1470,180,7
Hyundai EON D Lite,Hyundai,2012,170000,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Maruti Swift VDI,Maruti,2013,450000,24019,Diesel,Individual,Manual,First Owner,22.9,1248,74,2000,190,5
Tata Zest Quadrajet 1.3 XT,Tata,2018,525000,110000,Diesel,Individual,Manual,Second Owner,20.65,1248,88.7,2375,190,5
Honda Jazz V CVT,Honda,2017,725000,6550,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,4800,110,5
Honda WR-V i-DTEC S,Honda,2017,700000,70000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,1750,200,5
Tata Hexa XE,Tata,2018,1250000,25000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,2250,320,7
Maruti Swift Dzire ZDi,Maruti,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,2000,190,5
Mahindra Bolero SLX,Mahindra,2009,300000,170000,Diesel,Individual,Manual,Third Owner,13.6,2523,63,1470,180,7
Maruti Swift Dzire LDI,Maruti,2015,330000,140000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,2000,190,5
Renault KWID RXT Optional,Renault,2018,340000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,4386,72,5
Maruti Alto K10 2010-2014 VXI,Maruti,2010,148000,120000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,3500,90,5
Fiat Linea Classic 1.3 Multijet,Fiat,2014,280000,185000,Diesel,Individual,Manual,Third Owner,19.5,1248,75,1750,197,5
Tata Zest Revotron 1.2T XMS,Tata,2015,450000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,2750,140,5
Mahindra XUV500 W8 2WD,Mahindra,2012,700000,100000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,2200,330,7
Hyundai i20 1.2 Spotz,Hyundai,2018,570000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,4000,114,5
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2016,1050000,77150,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,2325,259,5
Maruti Swift Dzire VDI,Maruti,2014,409999,150000,Diesel,Individual,Manual,Third Owner,23.4,1248,74,2000,190,5
Renault Pulse RxZ,Renault,2012,265000,67000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12,2000,160,5
Renault KWID RXL,Renault,2019,325000,14700,Petrol,Individual,Manual,First Owner,25.17,799,53.3,4386,72,5
Maruti Eeco 7 Seater Standard BSIV,Maruti,2011,180000,110000,Petrol,Individual,Manual,Second Owner,15.37,1196,73,3000,101,7
Maruti Alto 800 VXI,Maruti,2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796,47.3,3500,69,5
Mahindra Marazzo M8,Mahindra,2019,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121,2125,300,7
Nissan Terrano XE 85 PS,Nissan,2014,472000,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,1900,200,5
Ford Ecosport 1.5 Petrol Titanium,Ford,2016,599000,39000,Petrol,Dealer,Manual,First Owner,15.9,1496,120.69,4500,149,5
Mahindra XUV300 W8 Option BSIV,Mahindra,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17,1197,110,2750,200,5
Hyundai i10 Magna,Hyundai,2010,260000,60000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,4000,111,5
Mahindra Bolero 2011-2019 SLX,Mahindra,2013,475000,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,1800,195,7
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,2019,550000,28000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,4000,113,5
Ford Ecosport 1.5 Diesel Titanium,Ford,2016,725000,30000,Diesel,Individual,Manual,First Owner,21.7,1498,98.96,2125,215,5
Tata Indica Vista Terra Quadrajet 1.3L,Tata,2010,111000,100000,Diesel,Individual,Manual,Second Owner,18,1248,75,1750,190,5
Maruti Swift VXI Optional,Maruti,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,4200,113,5
Maruti Ritz VDi,Maruti,2012,335000,72072,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,4500,113,5
Maruti Alto K10 2010-2014 VXI,Maruti,2012,170000,90000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,3500,90,5
Maruti Ciaz ZDi Plus SHVS,Maruti,2016,795000,90000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,1750,200,5
Hyundai Grand i10 Asta,Hyundai,2016,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82,4000,114,5
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2012,432000,77000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,2325,259,5
Hyundai Verna S,Hyundai,2012,415000,60000,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42,4500,144,5
Maruti Celerio LXI,Maruti,2014,300000,80000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,3500,90,5
Hyundai i20 1.4 Asta Option,Hyundai,2017,670000,48000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,2125,219,5
Maruti Ritz VDi,Maruti,2010,220000,110000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,4500,113,5
Maruti Alto K10 2010-2014 VXI,Maruti,2011,225000,76000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,3500,90,5
Renault Duster 110PS Diesel RxL,Renault,2014,400000,123000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,2250,248,5
Maruti Ertiga VDI,Maruti,2013,600000,30000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,1750,200,7
Tata Indigo CS LX (TDI) BS III,Tata,2012,204999,120000,Diesel,Individual,Manual,Second Owner,19.09,1396,69,2500,135,5
Mahindra Thar CRDe,Mahindra,2016,630000,101000,Diesel,Individual,Manual,First Owner,16.55,2498,105,1900,247,6
Maruti Swift Dzire VXI,Maruti,2014,475000,40000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,4000,114,5
Ford Figo Diesel Celebration Edition,Ford,2013,240000,100000,Diesel,Individual,Manual,First Owner,20,1399,68.1,2000,160,5
Mahindra Thar CRDe AC,Mahindra,2014,550000,80000,Diesel,Individual,Manual,Second Owner,16.55,2498,105,1900,247,6
Hyundai i20 Active 1.4 SX,Hyundai,2015,600000,108000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,2125,220,5
Maruti Ertiga ZXI,Maruti,2013,500000,60000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,4000,130,7
Honda Amaze S AT i-Vtech,Honda,2015,415000,45000,Petrol,Individual,Automatic,First Owner,15.5,1198,86.7,4500,109,5
Maruti Swift Dzire VXI 1.2,Maruti,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,4200,113,5
Chevrolet Aveo U-VA 1.2 LS,Chevrolet,2008,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26,1150,74.9,4400,110,5
Hyundai EON Era Plus,Hyundai,2014,170000,70000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,4000,74,5
Tata Tiago 1.2 Revotron XZ,Tata,2018,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84,3500,114,5
Honda City 1.5 S MT,Honda,2009,290000,110000,Petrol,Individual,Manual,Third Owner,17,1497,118,4800,146,5
Maruti Wagon R LXI Minor,Maruti,2009,150000,60000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,3500,84,5
Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,2014,2000000,51000,Diesel,Individual,Automatic,First Owner,14.74,2993,270.9,2000,600,5
Mahindra KUV 100 mFALCON D75 K6,Mahindra,2017,500000,50000,Diesel,Individual,Manual,First Owner,25.32,1198,77,2000,190,6
Tata Manza Aura Plus Quadrajet,Tata,2009,180000,120000,Diesel,Individual,Manual,Second Owner,18.8,1248,90,2375,200,5
Maruti Swift VDI,Maruti,2013,380000,57000,Diesel,Individual,Manual,First Owner,22.9,1248,74,2000,190,5
Hyundai Xcent 1.1 CRDi S,Hyundai,2015,400000,60000,Diesel,Individual,Manual,Second Owner,24.4,1120,71,2125,180,5
Maruti Esteem DI,Maruti,2003,70000,20000,Diesel,Individual,Manual,First Owner,15.9,1527,57,2500,96,5
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Mercedes,2014,3250000,33000,Diesel,Individual,Automatic,First Owner,11.3,2987,254.8,2000,619,7
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2019,975000,30000,Diesel,Individual,Manual,First Owner,23,1498,98.96,2500,205,5
